#t	x1	x2	abserr	h	yscale
4.2925779016e-01	8.8279046887e-01	-2.6127071364e-01	5.5159216894e-11	1.8471495696e-02	9.4827944117e-01
4.4772928586e-01	8.5386968705e-01	-2.9622135119e-01	5.3406363337e-11	1.8529495873e-02	9.1873055887e-01
4.6625878173e-01	8.2382907976e-01	-3.2928549719e-01	5.1577321175e-11	1.8590480731e-02	8.8793529185e-01
4.8484926246e-01	7.9276532522e-01	-3.6044114350e-01	4.9677855426e-11	1.8654984991e-02	8.5599595065e-01
5.0350424745e-01	7.6077392989e-01	-3.8967085502e-01	4.7713599597e-11	1.8729786372e-02	8.2436441077e-01
5.2223403383e-01	7.2793800302e-01	-4.1697020817e-01	4.5765717220e-11	1.8817043829e-02	7.9326919274e-01
5.4105107765e-01	6.9433551091e-01	-4.4233808800e-01	4.6720245081e-11	1.8672327670e-02	7.6125101104e-01
5.5972340532e-01	6.6048919713e-01	-4.6548329568e-01	4.6016103383e-11	1.8419557854e-02	7.2794907539e-01
5.7814296318e-01	6.2671091147e-01	-4.8635249191e-01	4.3829988381e-11	1.8174003626e-02	6.9409010735e-01
5.9631696681e-01	5.9309683425e-01	-5.0505265545e-01	4.1634721302e-11	1.7936464942e-02	6.6019818772e-01
6.1425343175e-01	5.5973092382e-01	-5.2168952994e-01	3.9468074475e-11	1.7705085747e-02	6.2638204294e-01
6.3195851749e-01	5.2669070466e-01	-5.3636474116e-01	3.7331936512e-11	1.7478178645e-02	5.9273240248e-01
6.4943669614e-01	4.9404778226e-01	-5.4917646868e-01	3.5227847025e-11	1.7313504726e-02	5.6900703230e-01
6.6675020087e-01	4.6175780257e-01	-5.6025524344e-01	3.3731047540e-11	1.7375270145e-02	5.8150059075e-01
6.8412547101e-01	4.2946612357e-01	-5.6979157698e-01	3.4390995585e-11	1.7435709923e-02	5.9261487551e-01
7.0156118093e-01	3.9724231682e-01	-5.7780181833e-01	3.4971804320e-11	1.7493416305e-02	6.0211642536e-01
7.1905459724e-01	3.6515717861e-01	-5.8430520145e-01	3.5456677451e-11	1.7548758033e-02	6.1002026292e-01
7.3660335527e-01	3.3327920828e-01	-5.8932477676e-01	3.5846874713e-11	1.7602072700e-02	6.1634783292e-01
7.5420542797e-01	3.0167448910e-01	-5.9288711593e-01	3.6144012142e-11	1.7653661035e-02	6.2112452552e-01
7.7185908901e-01	2.7040660392e-01	-5.9502203093e-01	3.6349905296e-11	1.7703793768e-02	6.2437934555e-01
7.8956288277e-01	2.3953655941e-01	-5.9576231133e-01	3.6466552912e-11	1.7752717400e-02	6.2614462199e-01
8.0731560017e-01	2.0912271907e-01	-5.9514347672e-01	3.6496120794e-11	1.7800659224e-02	6.2645573605e-01
8.2511625940e-01	1.7922074473e-01	-5.9320354164e-01	3.6440929978e-11	1.7847831458e-02	6.2535086453e-01
8.4296409086e-01	1.4988354691e-01	-5.8998279101e-01	3.6303440826e-11	1.7894435106e-02	6.2287073537e-01
8.6085852596e-01	1.2116124366e-01	-5.8552356460e-01	3.6086240957e-11	1.7940663352e-02	6.1905839433e-01
8.7879918931e-01	9.3101127893e-02	-5.7987004919e-01	3.5792032829e-11	1.7986704701e-02	6.1395898058e-01
8.9678589402e-01	6.5747643213e-02	-5.7306807757e-01	3.5423620253e-11	1.8032746080e-02	6.0761951003e-01
9.1481864010e-01	3.9142367988e-02	-5.6516493345e-01	3.4983897171e-11	1.8078975829e-02	6.0008866594e-01
9.3289761592e-01	1.3324007648e-02	-5.5620916181e-01	3.4475834505e-11	1.8125586887e-02	5.9141659531e-01
9.5102320281e-01	-1.1671605004e-02	-5.4625038384e-01	3.3902469650e-11	1.8172780028e-02	5.8165471099e-01
9.6919598284e-01	-3.5811501388e-02	-5.3533911630e-01	3.3266892725e-11	1.8220767618e-02	5.7085549850e-01
9.8741675046e-01	-5.9065560985e-02	-5.2352659442e-01	3.2572236062e-11	1.8269777710e-02	5.5907232734e-01
1.0056865282e+00	-8.1406487258e-02	-5.1086459814e-01	3.1821662088e-11	1.8320058806e-02	5.4635926601e-01
1.0240065870e+00	-1.0280977568e-01	-4.9740528083e-01	3.1018350768e-11	1.8371885556e-02	5.3277090020e-01
1.0423784725e+00	-1.2325367389e-01	-4.8320100003e-01	3.0165485767e-11	1.8425565822e-02	5.1836215364e-01
1.0608040384e+00	-1.4271913393e-01	-4.6830414892e-01	2.9266244996e-11	1.8481448916e-02	5.0318811093e-01
1.0792854873e+00	-1.6118975587e-01	-4.5276698790e-01	2.8323782797e-11	1.8539936461e-02	4.8730384055e-01
1.0978254237e+00	-1.7865172295e-01	-4.3664147438e-01	2.7341217347e-11	1.8601495885e-02	4.7076421804e-01
1.1164269196e+00	-1.9509372719e-01	-4.1997908885e-01	2.6321612518e-11	1.8666678081e-02	4.5362374657e-01
1.1350935977e+00	-2.1050688472e-01	-4.0283065439e-01	2.5267960695e-11	1.8744614216e-02	4.3692308280e-01
1.1538382119e+00	-2.2489089480e-01	-3.8523811729e-01	2.4238429023e-11	1.8832973215e-02	4.2024623546e-01
1.1726711851e+00	-2.3824357262e-01	-3.6724485715e-01	2.5139382924e-11	1.8628122848e-02	4.0308170693e-01
1.1912993080e+00	-2.5037408224e-01	-3.4918990758e-01	2.4350100434e-11	1.8375722605e-02	3.8518101582e-01
1.2096750306e+00	-2.6129987027e-01	-3.3118157781e-01	2.3175870872e-11	1.8131703967e-02	3.6710853617e-01
1.2278067345e+00	-2.7107859261e-01	-3.1326900734e-01	2.2007211749e-11	1.7895379947e-02	3.4903099388e-01
1.2457021145e+00	-2.7976625826e-01	-2.9549634196e-01	2.0854142363e-11	1.7664903791e-02	3.3100271127e-01
1.2633670183e+00	-2.8741673430e-01	-2.7790437006e-01	1.9717479609e-11	1.7438622466e-02	3.1307136650e-01
1.2808056407e+00	-2.9408210880e-01	-2.6053075700e-01	1.8598077695e-11	1.7324558686e-02	3.0479338349e-01
1.2981301994e+00	-2.9984677234e-01	-2.4330149325e-01	1.8060546509e-11	1.7386152585e-02	3.1133279607e-01
1.3155163520e+00	-3.0478997953e-01	-2.2607785879e-01	1.8405612053e-11	1.7446080705e-02	3.1710980357e-01
1.3329624327e+00	-3.0892068983e-01	-2.0889718494e-01	1.8706390549e-11	1.7503343424e-02	3.2202762855e-01
1.3504657761e+00	-3.1224953567e-01	-1.9179702900e-01	1.8956094380e-11	1.7558304076e-02	3.2609495131e-01
1.3680240802e+00	-3.1478915702e-01	-1.7481371059e-01	1.9155433636e-11	1.7611293215e-02	3.2932359696e-01
1.3856353734e+00	-3.1655404519e-01	-1.5798225211e-01	1.9305290226e-11	1.7662605775e-02	3.3172746290e-01
1.4032979792e+00	-3.1756039475e-01	-1.4133633454e-01	1.9406650141e-11	1.7712507860e-02	3.3332234670e-01
1.4210104871e+00	-3.1782596492e-01	-1.2490825785e-01	1.9460596393e-11	1.7761242212e-02	3.3412579315e-01
1.4387717293e+00	-3.1736994880e-01	-1.0872890608e-01	1.9468299353e-11	1.7809033177e-02	3.3415695060e-01
1.4565807625e+00	-3.1621284897e-01	-9.2827716948e-02	1.9431010948e-11	1.7856090731e-02	3.3343643536e-01
1.4744368532e+00	-3.1437635863e-01	-7.7232656182e-02	1.9350056073e-11	1.7902614283e-02	3.3198620241e-01
1.4923394675e+00	-3.1188324737e-01	-6.1970196328e-02	1.9226826836e-11	1.7948795933e-02	3.2982942181e-01
1.5102882634e+00	-3.0875725096e-01	-4.7065300189e-02	1.9062774610e-11	1.7994823718e-02	3.2699035969e-01
1.5282830871e+00	-3.0502296469e-01	-3.2541408648e-02	1.8859404530e-11	1.8040884558e-02	3.2349426349e-01
1.5463239717e+00	-3.0070573989e-01	-1.8420433008e-02	1.8618267936e-11	1.8087167385e-02	3.1936725072e-01
1.5644111391e+00	-2.9583158313e-01	-4.7227515999e-03	1.8340956528e-11	1.8133866275e-02	3.1463620097e-01
1.5825450053e+00	-2.9042705799e-01	8.5327892778e-03	1.8029096010e-11	1.8181183804e-02	3.0932865080e-01
1.6007261891e+00	-2.8451918898e-01	2.1328870163e-02	1.7684339825e-11	1.8229334731e-02	3.0347269109e-01
1.6189555239e+00	-2.7813536748e-01	3.3649688994e-02	1.7308361934e-11	1.8278550366e-02	2.9709686670e-01
1.6372340742e+00	-2.7130325922e-01	4.5480947581e-02	1.6902851648e-11	1.8329083387e-02	2.9023007825e-01
1.6555631576e+00	-2.6405071318e-01	5.6809833801e-02	1.6469506093e-11	1.8381213817e-02	2.8290148530e-01
1.6739443715e+00	-2.5640567133e-01	6.7624999623e-02	1.6010024326e-11	1.8435256067e-02	2.7514041103e-01
1.6923796275e+00	-2.4839607886e-01	7.7916534752e-02	1.5526099552e-11	1.8491567854e-02	2.6697624767e-01
1.7108711954e+00	-2.4004979422e-01	8.7675935844e-02	1.5019411739e-11	1.8550561360e-02	2.5843836234e-01
1.7294217567e+00	-2.3139449796e-01	9.6896071032e-02	1.4491620078e-11	1.8612717334e-02	2.4955600248e-01
1.7480344741e+00	-2.2245759955e-01	1.0557113930e-01	1.3944353244e-11	1.8678603562e-02	2.4035819974e-01
1.7667130776e+00	-2.1326614024e-01	1.1369662425e-01	1.3379199424e-11	1.8759751015e-02	2.3154260050e-01
1.7854728286e+00	-2.0384118793e-01	1.2127345565e-01	1.2872587621e-11	1.8838275836e-02	2.2259926084e-01
1.8043111045e+00	-1.9421251601e-01	1.2829570260e-01	1.3487913951e-11	1.8583632128e-02	2.1339266148e-01
1.8228947366e+00	-1.8458231761e-01	1.3465125210e-01	1.2882610243e-11	1.8331819858e-02	2.0378219031e-01
1.8412265565e+00	-1.7498233473e-01	1.4036927812e-01	1.2252971410e-11	1.8089288829e-02	1.9413705364e-01
1.8593158453e+00	-1.6543776314e-01	1.4548074352e-01	1.1630875754e-11	1.7854131044e-02	1.8449559176e-01
1.8771699763e+00	-1.5597181458e-01	1.5001531678e-01	1.1017249267e-11	1.7624513997e-02	1.7488509129e-01
1.8947944903e+00	-1.4660594585e-01	1.5400155392e-01	1.0412450284e-11	1.7398817179e-02	1.6533060964e-01
1.9121933075e+00	-1.3735996614e-01	1.5746709233e-01	9.8169500376e-12	1.7335567130e-02	1.6325093617e-01
1.9295288746e+00	-1.2816744445e-01	1.6046440915e-01	9.6693209642e-12	1.7396997175e-02	1.6667275861e-01
1.9469258718e+00	-1.1898141641e-01	1.6302428374e-01	9.8496469331e-12	1.7456424186e-02	1.6967313501e-01
1.9643822960e+00	-1.0982190886e-01	1.6515162525e-01	1.0005251089e-11	1.7513252517e-02	1.7221582644e-01
1.9818955485e+00	-1.0070884376e-01	1.6685230225e-01	1.0133666268e-11	1.7567840383e-02	1.7430581936e-01
1.9994633889e+00	-9.1661476205e-02	1.6813323928e-01	1.0235291795e-11	1.7620511454e-02	1.7594962568e-01
2.0170839004e+00	-8.2698364920e-02	1.6900233409e-01	1.0310608303e-11	1.7671555093e-02	1.7715484554e-01
2.0347554555e+00	-7.3837349065e-02	1.6946837966e-01	1.0360151311e-11	1.7721232870e-02	1.7793007795e-01
2.0524766883e+00	-6.5095527557e-02	1.6954099102e-01	1.0384507143e-11	1.7769783939e-02	1.7828484006e-01
2.0702464723e+00	-5.6489240881e-02	1.6923053616e-01	1.0384308188e-11	1.7817429807e-02	1.7822949143e-01
2.0880639021e+00	-4.8034055315e-02	1.6854807021e-01	1.0360229501e-11	1.7864378326e-02	1.7777516224e-01
2.1059282804e+00	-3.9744749659e-02	1.6750527249e-01	1.0312984608e-11	1.7910827349e-02	1.7693368498e-01
2.1238391077e+00	-3.1635304386e-02	1.6611438600e-01	1.0243321949e-11	1.7956968046e-02	1.7571752888e-01
2.1417960758e+00	-2.3718893205e-02	1.6438815893e-01	1.0152021198e-11	1.8002988038e-02	1.7413973695e-01
2.1597990638e+00	-1.6007877002e-02	1.6233978813e-01	1.0039889954e-11	1.8049074377e-02	1.7221386502e-01
2.1778481382e+00	-8.5138001614e-03	1.5998286414e-01	9.9077599217e-12	1.8095416670e-02	1.6995392277e-01
2.1959435549e+00	-1.2473891676e-03	1.5733131765e-01	9.7564837602e-12	1.8142210231e-02	1.6737431636e-01
2.2140857651e+00	5.7814464811e-03	1.5439936736e-01	9.5869315433e-12	1.8189659527e-02	1.6448979265e-01
2.2322754246e+00	1.2563611112e-02	1.5120146889e-01	9.3999875453e-12	1.8237981945e-02	1.6131538463e-01
2.2505134066e+00	1.9090817456e-02	1.4775226475e-01	9.1965466462e-12	1.8287412170e-02	1.5786635813e-01
2.2688008187e+00	2.5355579009e-02	1.4406653516e-01	8.9775109049e-12	1.8338207301e-02	1.5415815952e-01
2.2871390260e+00	3.1351200162e-02	1.4015914952e-01	8.7437863443e-12	1.8390652857e-02	1.5020636427e-01
2.3055296789e+00	3.7071764042e-02	1.3604501833e-01	8.4962789946e-12	1.8445070240e-02	1.4602662614e-01
2.3239747491e+00	4.2512118058e-02	1.3173904533e-01	8.2358911033e-12	1.8501825995e-02	1.4163462683e-01
2.3424765751e+00	4.7667857061e-02	1.2725607940e-01	7.9635174841e-12	1.8561343298e-02	1.3704602576e-01
2.3610379184e+00	5.2535303912e-02	1.2261086580e-01	7.6800407222e-12	1.8624116843e-02	1.3227640938e-01
2.3796620353e+00	5.7111487320e-02	1.1781799614e-01	7.3863263079e-12	1.8690732156e-02	1.2734123988e-01
2.3983527674e+00	6.1394116596e-02	1.1289185617e-01	7.0832168856e-12	1.8775160417e-02	1.2268873953e-01
2.4171279279e+00	6.5384262858e-02	1.0784297002e-01	6.9293149509e-12	1.8792553921e-02	1.1789312985e-01
2.4359204818e+00	6.9066653445e-02	1.0270492282e-01	7.1387435054e-12	1.8538501946e-02	1.1294145806e-01
2.4544589837e+00	7.2396140999e-02	9.7569147818e-02	6.8132591045e-12	1.8288491849e-02	1.0780989895e-01
2.4727474756e+00	7.5388485496e-02	9.2451935036e-02	6.4780557489e-12	1.8047404319e-02	1.0266358097e-01
2.4907948799e+00	7.8060072691e-02	8.7366534264e-02	6.1469616293e-12	1.7813348312e-02	9.7521868684e-02
2.5086082282e+00	8.0426616906e-02	8.2325159602e-02	5.8204128375e-12	1.7584533943e-02	9.2399102930e-02
2.5261927621e+00	8.2503259405e-02	7.7339099292e-02	5.4986134498e-12	1.7359372000e-02	8.7308470602e-02
2.5435521341e+00	8.4304666891e-02	7.2418772041e-02	5.1818241624e-12	1.7346363146e-02	8.7426329528e-02
2.5608984973e+00	8.5862533536e-02	6.7514536548e-02	5.1760929783e-12	1.7407639145e-02	8.9216817627e-02
2.5783061364e+00	8.7187467710e-02	6.2615600576e-02	5.2703063449e-12	1.7466582909e-02	9.0774462225e-02
2.5957727193e+00	8.8282157766e-02	5.7732704401e-02	5.3507596264e-12	1.7522992585e-02	9.2088316122e-02
2.6132957119e+00	8.9149836699e-02	5.2876415210e-02	5.4167402877e-12	1.7577221417e-02	9.3161226507e-02
2.6308729333e+00	8.9794292997e-02	4.8056941083e-02	5.4684717151e-12	1.7629586574e-02	9.3996773204e-02
2.6485025199e+00	9.0219826834e-02	4.3284116304e-02	5.5062157661e-12	1.7680372070e-02	9.4599107656e-02
2.6661828920e+00	9.0431208942e-02	3.8567389261e-02	5.5302629568e-12	1.7729835205e-02	9.4972906382e-02
2.6839127272e+00	9.0433641997e-02	3.3915811618e-02	5.5409306385e-12	1.7778211697e-02	9.5123328478e-02
2.7016909389e+00	9.0232724073e-02	2.9338028858e-02	5.5385603312e-12	1.7825720360e-02	9.5055975555e-02
2.7195166593e+00	8.9834413830e-02	2.4842272097e-02	5.5235158489e-12	1.7872567066e-02	9.4776853838e-02
2.7373892263e+00	8.9244997167e-02	2.0436351226e-02	5.4961813430e-12	1.7918948239e-02	9.4292337969e-02
2.7553081746e+00	8.8471055137e-02	1.6127649358e-02	5.4569591174e-12	1.7965054209e-02	9.3609136299e-02
2.7732732288e+00	8.7519432953e-02	1.1923118547e-02	5.4062678750e-12	1.8011072280e-02	9.2734257485e-02
2.7912843010e+00	8.6397209964e-02	7.8292767815e-03	5.3445408718e-12	1.8057189721e-02	9.1674978185e-02
2.8093414908e+00	8.5111670473e-02	3.8522062358e-03	5.2722238604e-12	1.8103596926e-02	9.0438811729e-02
2.8274450877e+00	8.3670275329e-02	-2.4472609311e-06	5.1897735423e-12	1.8150490543e-02	8.9033477702e-02
2.8455955782e+00	8.2080634187e-02	-3.7294735200e-03	5.0976555328e-12	1.8198077018e-02	8.7466872262e-02
2.8637936553e+00	8.0350478381e-02	-7.3240960966e-03	4.9963426892e-12	1.8246576453e-02	8.5747039197e-02
2.8820402317e+00	7.8487634306e-02	-1.0781969192e-02	4.8863132692e-12	1.8296227053e-02	8.3882141568e-02
2.9003364588e+00	7.6499997256e-02	-1.4099173365e-02	4.7680489606e-12	1.8347290460e-02	8.1880433895e-02
2.9186837492e+00	7.4395505581e-02	-1.7272210058e-02	4.6420332583e-12	1.8400057933e-02	7.9750234802e-02
2.9370838072e+00	7.2182115075e-02	-2.0297994901e-02	4.5087493747e-12	1.8454858055e-02	7.7499899947e-02
2.9555386652e+00	6.9867773424e-02	-2.3173849772e-02	4.3686780862e-12	1.8512066394e-02	7.5137795180e-02
2.9740507316e+00	6.7460394513e-02	-2.5897493577e-02	4.2222958251e-12	1.8572117472e-02	7.2672269730e-02
2.9926228491e+00	6.4967832334e-02	-2.8467031642e-02	4.0700719289e-12	1.8635520455e-02	7.0111629149e-02
3.0112583695e+00	6.2397854107e-02	-3.0880943617e-02	3.9124663469e-12	1.8705134116e-02	6.7504786579e-02
3.0299635036e+00	5.9757790596e-02	-3.3138331841e-02	3.7522085040e-12	1.8790605161e-02	6.5009094817e-02
3.0487541088e+00	5.7053509634e-02	-3.5239521700e-02	3.7294196782e-12	1.8747526895e-02	6.2437398917e-02
3.0675016357e+00	5.4312006457e-02	-3.7170448190e-02	3.7782942688e-12	1.8494002076e-02	5.9774756542e-02
3.0859956378e+00	5.1573330758e-02	-3.8914565219e-02	3.6033382354e-12	1.8245708760e-02	5.7035028682e-02
3.1042413465e+00	4.8845835559e-02	-4.0480379975e-02	3.4248838062e-12	1.8005992272e-02	5.4289382289e-02
3.1222473388e+00	4.6136488954e-02	-4.1876566471e-02	3.2486676783e-12	1.7772976319e-02	5.1547576819e-02
3.1400203151e+00	4.3451718335e-02	-4.3111450105e-02	3.0748923887e-12	1.7544911067e-02	4.8817149740e-02
3.1575652262e+00	4.0797462599e-02	-4.4193060860e-02	2.9036732624e-12	1.7320236368e-02	4.6105041264e-02
3.1748854626e+00	3.8179201719e-02	-4.5129183358e-02	2.7351535647e-12	1.7356964426e-02	4.6813268205e-02
3.1922424270e+00	3.5562960828e-02	-4.5938556961e-02	2.7704643355e-12	1.7418095526e-02	4.7750122480e-02
3.2096605225e+00	3.2950513065e-02	-4.6623904559e-02	2.8196742013e-12	1.7476572685e-02	4.8558401444e-02
3.2271370952e+00	3.0347616683e-02	-4.7186697547e-02	2.8612449873e-12	1.7532578332e-02	4.9236831738e-02
3.2446696735e+00	2.7759876681e-02	-4.7628713946e-02	2.8951124955e-12	1.7586461018e-02	4.9787030691e-02
3.2622561346e+00	2.5192704738e-02	-4.7952024024e-02	2.9214013449e-12	1.7638531652e-02	5.0210963238e-02
3.2798946662e+00	2.2651311939e-02	-4.8158967100e-02	2.9402539949e-12	1.7689069183e-02	5.0510894578e-02
3.2975837354e+00	2.0140702445e-02	-4.8252129859e-02	2.9518280341e-12	1.7738326773e-02	5.0689365977e-02
3.3153220622e+00	1.7665667840e-02	-4.8234325951e-02	2.9562950595e-12	1.7786536906e-02	5.0749172337e-02
3.3331085991e+00	1.5230782206e-02	-4.8108576676e-02	2.9538394344e-12	1.7833915867e-02	5.0693341051e-02
3.3509425149e+00	1.2840397876e-02	-4.7878092551e-02	2.9446572126e-12	1.7880667636e-02	5.0525111937e-02
3.3688231826e+00	1.0498641902e-02	-4.7546255647e-02	2.9289550806e-12	1.7926987362e-02	5.0247918088e-02
3.3867501699e+00	8.2094132039e-03	-4.7116602578e-02	2.9069492889e-12	1.7973064604e-02	4.9865367478e-02
3.4047232345e+00	5.9763804151e-03	-4.6592808063e-02	2.8788646079e-12	1.8019086454e-02	4.9381225247e-02
3.4227423210e+00	3.8029803864e-03	-4.5978668986e-02	2.8449333983e-12	1.8065240517e-02	4.8799396570e-02
3.4408075615e+00	1.6924173699e-03	-4.5278088909e-02	2.8053945795e-12	1.8111718018e-02	4.8123910026e-02
3.4589192795e+00	-3.5233714617e-04	-4.4495062975e-02	2.7604926701e-12	1.8158717060e-02	4.7358901442e-02
3.4770779966e+00	-2.3285439537e-03	-4.3633663176e-02	2.7104768318e-12	1.8206446158e-02	4.6508598132e-02
3.4952844427e+00	-4.2336949981e-03	-4.2698023926e-02	2.6555998685e-12	1.8255128248e-02	4.5577303514e-02
3.5135395710e+00	-6.0655116194e-03	-4.1692327908e-02	2.5961173402e-12	1.8305005205e-02	4.4569382037e-02
3.5318445762e+00	-7.8219421505e-03	-4.0620792152e-02	2.5322864797e-12	1.8356343301e-02	4.3489244385e-02
3.5502009195e+00	-9.5011588833e-03	-3.9487654275e-02	2.4643651998e-12	1.8409439769e-02	4.2341332912e-02
3.5686103593e+00	-1.1101554391e-02	-3.8297158823e-02	2.3926112491e-12	1.8464630536e-02	4.1130107246e-02
3.5870749898e+00	-1.2621737164e-02	-3.7053543645e-02	2.3172807106e-12	1.8522300527e-02	3.9860029943e-02
3.6055972903e+00	-1.4060526573e-02	-3.5761026151e-02	2.2386272190e-12	1.8582896037e-02	3.8535552213e-02
3.6241801864e+00	-1.5416947078e-02	-3.4423789341e-02	2.1569004284e-12	1.8646941064e-02	3.7161099426e-02
3.6428271274e+00	-1.6690221624e-02	-3.3045967370e-02	2.0723445855e-12	1.8719593984e-02	3.5784384971e-02
3.6615467214e+00	-1.7880041681e-02	-3.1631284187e-02	1.9876264948e-12	1.8806106048e-02	3.4445659893e-02
3.6803528275e+00	-1.8986449585e-02	-3.0183010025e-02	2.0068937792e-12	1.8703155947e-02	3.3066780372e-02
3.6990559834e+00	-1.9998915356e-02	-2.8720362419e-02	1.9997042863e-12	1.8450095719e-02	3.1635293887e-02
3.7175060791e+00	-2.0912490004e-02	-2.7260069015e-02	1.9056928502e-12	1.8203437945e-02	3.0172710612e-02
3.7357095171e+00	-2.1731762482e-02	-2.5806408977e-02	1.8106876705e-12	1.7965023417e-02	2.8707994025e-02
3.7536745405e+00	-2.2461325769e-02	-2.4363047003e-02	1.7169015215e-12	1.7732988495e-02	2.7246050773e-02
3.7714075290e+00	-2.3105591683e-02	-2.2933365495e-02	1.6244268757e-12	1.7505620734e-02	2.5790842714e-02
3.7889131497e+00	-2.3668819628e-02	-2.1520489110e-02	1.5333281952e-12	1.7305768495e-02	2.4518248794e-02
3.8062189182e+00	-2.4155779889e-02	-2.0125337213e-02	1.4538948729e-12	1.7367658130e-02	2.5065266013e-02
3.8235865763e+00	-2.4576008602e-02	-1.8729743046e-02	1.4828076310e-12	1.7428461023e-02	2.5554133183e-02
3.8410150374e+00	-2.4930199106e-02	-1.7336700525e-02	1.5084178992e-12	1.7486482328e-02	2.5973244219e-02
3.8585015197e+00	-2.5219161439e-02	-1.5949280855e-02	1.5298766410e-12	1.7542094738e-02	2.6323210728e-02
3.8760436144e+00	-2.5443872182e-02	-1.4570456677e-02	1.5472361517e-12	1.7595640872e-02	2.6604937532e-02
3.8936392553e+00	-2.5605461634e-02	-1.3203096701e-02	1.5605651611e-12	1.7647425560e-02	2.6819501798e-02
3.9112866809e+00	-2.5705201558e-02	-1.1849962010e-02	1.5699410882e-12	1.7697722898e-02	2.6968138495e-02
3.9289844038e+00	-2.5744493747e-02	-1.0513702741e-02	1.5754493771e-12	1.7746782090e-02	2.7052227737e-02
3.9467311859e+00	-2.5724859248e-02	-9.1968551414e-03	1.5771827978e-12	1.7794832493e-02	2.7073282940e-02
3.9645260183e+00	-2.5647928141e-02	-7.9018390021e-03	1.5752408312e-12	1.7842087980e-02	2.7032939648e-02
3.9823681063e+00	-2.5515429786e-02	-6.6309554611e-03	1.5697290886e-12	1.7888750766e-02	2.6932944923e-02
4.0002568571e+00	-2.5329183462e-02	-5.3863851780e-03	1.5607587661e-12	1.7935014810e-02	2.6775147206e-02
4.0181918719e+00	-2.5091089350e-02	-4.1701868816e-03	1.5484460696e-12	1.7981069007e-02	2.6561486561e-02
4.0361729409e+00	-2.4803119808e-02	-2.9842962807e-03	1.5329116491e-12	1.8027100313e-02	2.6293985290e-02
4.0542000412e+00	-2.4467310918e-02	-1.8305253312e-03	1.5142801083e-12	1.8073296744e-02	2.5974738839e-02
4.0722733380e+00	-2.4085754255e-02	-7.1056185909e-04	1.4926794617e-12	1.8119850491e-02	2.5605906973e-02
