#t	x1	x2	abserr	h	yscale
1.7366196483e-01	1.1846774085e+00	-9.8449266223e-02	7.7152286383e-11	9.8983396474e-03	1.2594512240e+00
1.8356030447e-01	1.1667501453e+00	-1.5539073486e-01	7.5992872482e-11	9.8287436214e-03	1.2423346211e+00
1.9338904809e-01	1.1463850325e+00	-2.1043993522e-01	7.4695694126e-11	9.7619264433e-03	1.2225612899e+00
2.0315097454e-01	1.1237288472e+00	-2.6353650611e-01	7.3266806329e-11	9.6973593709e-03	1.2002853652e+00
2.1284833391e-01	1.0989266204e+00	-3.1462557068e-01	7.1712792638e-11	9.6345839623e-03	1.1756592514e+00
2.2248291787e-01	1.0721218269e+00	-3.6365798169e-01	7.0040626100e-11	9.5731952160e-03	1.1488338379e+00
2.3205611309e-01	1.0434564866e+00	-4.1059048953e-01	6.8257567940e-11	9.5128282882e-03	1.1199586158e+00
2.4156894138e-01	1.0130712008e+00	-4.5538585040e-01	6.6371084064e-11	9.4531479203e-03	1.0891817217e+00
2.5102208930e-01	9.8110514265e-01	-4.9801288871e-01	6.4388786446e-11	9.3938396123e-03	1.0566499305e+00
2.6041592891e-01	9.4769601453e-01	-5.3844652306e-01	6.2318381237e-11	9.3346021458e-03	1.0225086112e+00
2.6975053105e-01	9.1297998325e-01	-5.7666776436e-01	6.0167630749e-11	9.2751408919e-03	9.8690165671e-01
2.7902567195e-01	8.7709160237e-01	-6.1266369184e-01	5.7944325266e-11	9.2151614562e-03	9.4997139836e-01
2.8824083340e-01	8.4016372884e-01	-6.4642741191e-01	5.5656247385e-11	9.1574629861e-03	9.1340311729e-01
2.9739829639e-01	8.0231444716e-01	-6.7796833709e-01	5.3401630660e-11	9.1023140349e-03	8.7745567258e-01
3.0650061042e-01	7.6365615001e-01	-7.0730084129e-01	5.1194337617e-11	9.0459601039e-03	8.4047276877e-01
3.1554657053e-01	7.2431316205e-01	-7.3443194757e-01	4.8936605270e-11	8.9880482548e-03	8.0255522903e-01
3.2453461878e-01	6.8440820239e-01	-7.5937422900e-01	4.6634429797e-11	8.9517694535e-03	7.7394765814e-01
3.3348638824e-01	6.4395497798e-01	-7.8220326548e-01	4.4883561869e-11	9.0426662066e-03	7.9948960857e-01
3.4252905444e-01	6.0247027821e-01	-8.0321319744e-01	4.6280936011e-11	9.1322953409e-03	8.2339235058e-01
3.5166134978e-01	5.6004127664e-01	-8.2233195545e-01	4.7552375636e-11	9.2214569172e-03	8.4539103465e-01
3.6088280670e-01	5.1675674140e-01	-8.3949369627e-01	4.8702017894e-11	9.3105905223e-03	8.6541184544e-01
3.7019339722e-01	4.7270834838e-01	-8.5463771846e-01	4.9725147767e-11	9.4001463283e-03	8.8338591695e-01
3.7959354355e-01	4.2799037067e-01	-8.6770833231e-01	5.0617299084e-11	9.4905942024e-03	8.9924984416e-01
3.8908413775e-01	3.8269936877e-01	-8.7865471138e-01	5.1374203756e-11	9.5824347021e-03	9.1294555358e-01
3.9866657245e-01	3.3693387722e-01	-8.8743071823e-01	5.1991724723e-11	9.6762128856e-03	9.2442016008e-01
4.0834278534e-01	2.9079408119e-01	-8.9399469477e-01	5.2465828991e-11	9.7725338996e-03	9.3362580491e-01
4.1811531924e-01	2.4438148530e-01	-8.9830920296e-01	5.2792492427e-11	9.8720834691e-03	9.4051945709e-01
4.2798740271e-01	1.9779856611e-01	-9.0034070036e-01	5.2967622369e-11	9.9756534748e-03	9.4506267454e-01
4.3796305618e-01	1.5114840545e-01	-9.0005912818e-01	5.2986915809e-11	1.0084176241e-02	9.4722130450e-01
4.4804723243e-01	1.0453429318e-01	-8.9743738213e-01	5.2845693199e-11	1.0198770345e-02	9.4696510972e-01
4.5824600277e-01	5.8059287850e-02	-8.9245062408e-01	5.7804283052e-11	1.0125519339e-02	9.4426729218e-01
4.6837152211e-01	1.2692395290e-02	-8.8523626069e-01	5.7686535618e-11	1.0043982969e-02	9.3822113478e-01
4.7841550508e-01	-3.1443997500e-02	-8.7591532903e-01	5.7055271876e-11	9.9671069790e-03	9.2982023252e-01
4.8838261206e-01	-7.4294398336e-02	-8.6460081316e-01	5.6307128626e-11	9.8943216330e-03	9.1925363228e-01
4.9827693369e-01	-1.1580772240e-01	-8.5140316561e-01	5.5454489982e-11	9.8248982456e-03	9.0663891314e-01
5.0810183194e-01	-1.5593633387e-01	-8.3643100308e-01	5.4501467856e-11	9.7582215958e-03	8.9209011386e-01
5.1786005353e-01	-1.9463636522e-01	-8.1979145479e-01	5.3452507536e-11	9.6937674397e-03	8.7571973717e-01
5.2755382097e-01	-2.3186796659e-01	-8.0159038452e-01	5.2312435629e-11	9.6310807802e-03	8.5763903369e-01
5.3718490175e-01	-2.6759548142e-01	-7.8193252513e-01	5.1086359829e-11	9.5697591929e-03	8.3795815413e-01
5.4675466094e-01	-3.0178756622e-01	-7.6092154939e-01	4.9779592742e-11	9.5094397852e-03	8.1678623066e-01
5.5626410073e-01	-3.3441726765e-01	-7.3866009443e-01	4.8397595682e-11	9.4497886669e-03	7.9423140697e-01
5.6571388940e-01	-3.6546206621e-01	-7.1524975302e-01	4.6945931906e-11	9.3904923059e-03	7.7040083087e-01
5.7510438170e-01	-3.9490389414e-01	-6.9079104124e-01	4.5430233843e-11	9.3312500242e-03	7.4540062081e-01
5.8443563173e-01	-4.2272913290e-01	-6.6538335069e-01	4.3856173498e-11	9.2717673368e-03	7.1933581387e-01
5.9370739906e-01	-4.4892859475e-01	-6.3912489132e-01	4.2229439282e-11	9.2117497321e-03	6.9231030261e-01
6.0291914880e-01	-4.7349749239e-01	-6.1211263029e-01	4.0555716370e-11	9.1543720266e-03	6.6568943918e-01
6.1207352082e-01	-4.9644383028e-01	-5.8443157343e-01	3.8914622936e-11	9.0991648610e-03	6.3938899803e-01
6.2117268568e-01	-5.1777731528e-01	-5.5616476999e-01	3.7300231077e-11	9.0427314043e-03	6.1233553395e-01
6.3021541709e-01	-5.3750330181e-01	-5.2740296789e-01	3.5649201699e-11	8.9847216729e-03	5.8460462457e-01
6.3920013876e-01	-5.5563120727e-01	-4.9823572675e-01	3.3966009238e-11	8.9569698413e-03	5.6638845851e-01
6.4815710860e-01	-5.7223156033e-01	-4.6864412976e-01	3.2843342288e-11	9.0477797815e-03	5.8497774948e-01
6.5720488838e-01	-5.8750012977e-01	-4.3830270038e-01	3.3858816412e-11	9.1373705884e-03	6.0235887492e-01
6.6634225897e-01	-6.0138454544e-01	-4.0727517421e-01	3.4782519247e-11	9.2265187021e-03	6.1834609601e-01
6.7556877767e-01	-6.1383693113e-01	-3.7562651447e-01	3.5617060140e-11	9.3156640743e-03	6.3288570623e-01
6.8488444175e-01	-6.2481316102e-01	-3.4342379529e-01	3.6359005140e-11	9.4052577876e-03	6.4592763479e-01
6.9428969954e-01	-6.3427276419e-01	-3.1073597480e-01	3.7005105498e-11	9.4957709790e-03	6.5742579459e-01
7.0378547051e-01	-6.4217881503e-01	-2.7763366950e-01	3.7552243263e-11	9.5877065531e-03	6.6733798638e-01
7.1337317707e-01	-6.4849780503e-01	-2.4418892380e-01	3.7997409230e-11	9.6816123595e-03	6.7562579535e-01
7.2305478943e-01	-6.5319948758e-01	-2.1047497476e-01	3.8337655377e-11	9.7780975918e-03	6.8225446935e-01
7.3283288702e-01	-6.5625668641e-01	-1.7656600888e-01	3.8570043182e-11	9.8778532263e-03	6.8719277410e-01
7.4271074024e-01	-6.5764505539e-01	-1.4253690791e-01	3.8691575428e-11	9.9816781963e-03	6.9041281567e-01
7.5269241844e-01	-6.5734277342e-01	-1.0846297955e-01	3.8699100540e-11	1.0090513962e-02	6.9188981949e-01
7.6278293240e-01	-6.5533015229e-01	-7.4419666464e-02	3.8628816326e-11	1.0203396103e-02	6.9160185279e-01
7.7298632851e-01	-6.5159006721e-01	-4.0489134071e-02	4.2401985536e-11	1.0120913186e-02	6.8952245123e-01
7.8310724169e-01	-6.4623035193e-01	-7.4026393723e-03	4.2114483711e-11	1.0039466614e-02	6.8497328673e-01
7.9314670831e-01	-6.3933685419e-01	2.4782052243e-02	4.1644269434e-11	9.9628424703e-03	6.7874371070e-01
8.0310955078e-01	-6.3099189456e-01	5.6025242276e-02	4.1093299127e-11	9.8902677963e-03	6.7093801632e-01
8.1299981857e-01	-6.2127605993e-01	8.6289767995e-02	4.0466254075e-11	9.8210170657e-03	6.6164118398e-01
8.2282083564e-01	-6.1026861629e-01	1.1554098762e-01	3.9766067099e-11	9.7544808676e-03	6.5093642059e-01
8.3257531651e-01	-5.9804775460e-01	1.4374702364e-01	3.8996000751e-11	9.6901394828e-03	6.3890584165e-01
8.4226545599e-01	-5.8469074864e-01	1.7087894178e-01	3.8159595263e-11	9.6275412986e-03	6.2563065668e-01
8.5189299729e-01	-5.7027405030e-01	1.9691087648e-01	3.7260590493e-11	9.5662864788e-03	6.1119127622e-01
8.6145928377e-01	-5.5487333899e-01	2.2182011646e-01	3.6302874201e-11	9.5060140468e-03	5.9566736913e-01
8.7096529781e-01	-5.3856353790e-01	2.4558715941e-01	3.5290440071e-11	9.4463915097e-03	5.7913788262e-01
8.8041168932e-01	-5.2141880645e-01	2.6819574277e-01	3.4227355453e-11	9.3871062536e-03	5.6168103560e-01
8.8979879558e-01	-5.0351251594e-01	2.8963285578e-01	3.3117736169e-11	9.3278581353e-03	5.4337429321e-01
8.9912665371e-01	-4.8491721406e-01	3.0988873694e-01	3.1965726307e-11	9.2683528339e-03	5.2429432834e-01
9.0839500655e-01	-4.6570458295e-01	3.2895685996e-01	3.0775480930e-11	9.2082956529e-03	5.0451697509e-01
9.1760330220e-01	-4.4594539438e-01	3.4683391114e-01	2.9551152335e-11	9.1512420846e-03	4.8513858855e-01
9.2675454428e-01	-4.2570081400e-01	3.6352656747e-01	2.8356693065e-11	9.0959750884e-03	4.6589615406e-01
9.3585051937e-01	-4.0503221265e-01	3.7904133739e-01	2.7175938914e-11	9.0394601931e-03	4.4610612100e-01
9.4488997956e-01	-3.8400582903e-01	3.9338229783e-01	2.5968576563e-11	8.9813502833e-03	4.2582513062e-01
9.5387132985e-01	-3.6268702255e-01	4.0655649998e-01	2.4737939964e-11	8.9622211324e-03	4.1449670975e-01
9.6283355098e-01	-3.4104057114e-01	4.1862665884e-01	2.4033159114e-11	9.0529446664e-03	4.2802522756e-01
9.7188649565e-01	-3.1884907449e-01	4.2972179711e-01	2.4771034476e-11	9.1424982031e-03	4.4066310015e-01
9.8102899385e-01	-2.9615913133e-01	4.3980386218e-01	2.5442039529e-11	9.2316341826e-03	4.5228052799e-01
9.9026062803e-01	-2.7301828397e-01	4.4883804421e-01	2.6047772752e-11	9.3207929503e-03	4.6283843677e-01
9.9958142098e-01	-2.4947560702e-01	4.5679226890e-01	2.6585734451e-11	9.4104264504e-03	4.7230042350e-01
1.0089918474e+00	-2.2558154178e-01	4.6363712714e-01	2.7053556769e-11	9.5010073837e-03	4.8063299100e-01
1.0184928548e+00	-2.0138773111e-01	4.6934579444e-01	2.7448969902e-11	9.5930407530e-03	4.8780547788e-01
1.0280858956e+00	-1.7694685127e-01	4.7389393616e-01	2.7769776885e-11	9.6870775322e-03	4.9378998182e-01
1.0377729731e+00	-1.5231243945e-01	4.7725959301e-01	2.8013827494e-11	9.7837309865e-03	4.9856127054e-01
1.0475567041e+00	-1.2753871597e-01	4.7942303919e-01	2.8178973656e-11	9.8836975472e-03	5.0209667428e-01
1.0574404016e+00	-1.0268039789e-01	4.8036660472e-01	2.8263023288e-11	9.9877832292e-03	5.0437595487e-01
1.0674281849e+00	-7.7792501854e-02	4.8007444932e-01	2.8263663172e-11	1.0096939039e-02	5.0538114187e-01
1.0775251239e+00	-5.2930130079e-02	4.7853227177e-01	2.8369053117e-11	1.0198542680e-02	5.0509632771e-01
1.0877236666e+00	-2.8181364340e-02	4.7573154133e-01	3.0960496810e-11	1.0116130143e-02	5.0347374094e-01
1.0978397967e+00	-4.0515762591e-03	4.7175141981e-01	3.0742566509e-11	1.0034984193e-02	5.0007943861e-01
1.1078747809e+00	1.9417843698e-02	4.6665447879e-01	3.0395713960e-11	9.9586124582e-03	4.9546216752e-01
1.1178333934e+00	4.2197998878e-02	4.6050076473e-01	2.9990071877e-11	9.8862451356e-03	4.8969725954e-01
1.1277196385e+00	6.4261844266e-02	4.5334907746e-01	2.9528977577e-11	9.8171642276e-03	4.8284670220e-01
1.1375368027e+00	8.5584187946e-02	4.4525726429e-01	2.9014589256e-11	9.7507661124e-03	4.7497122011e-01
1.1472875689e+00	1.0614186572e-01	4.3628239540e-01	2.8449303472e-11	9.6865354438e-03	4.6613075011e-01
1.1569741043e+00	1.2591386923e-01	4.2648087615e-01	2.7835714758e-11	9.6240239917e-03	4.5638457289e-01
1.1665981283e+00	1.4488143588e-01	4.1590851437e-01	2.7176562606e-11	9.5628344308e-03	4.4579138897e-01
1.1761609627e+00	1.6302810974e-01	4.0462055497e-01	2.6474691468e-11	9.5026076677e-03	4.3440935849e-01
1.1856635704e+00	1.8033978043e-01	3.9267169059e-01	2.5733022097e-11	9.4430125531e-03	4.2229611474e-01
1.1951065829e+00	1.9680470474e-01	3.8011605530e-01	2.4954527595e-11	9.3837373802e-03	4.0950875829e-01
1.2044903203e+00	2.1241351473e-01	3.6700720621e-01	2.4142215784e-11	9.3244825133e-03	3.9610383782e-01
1.2138148028e+00	2.2715921537e-01	3.5339809724e-01	2.3299114550e-11	9.2649537564e-03	3.8213732149e-01
1.2230797566e+00	2.4103717380e-01	3.3934104827e-01	2.2428258638e-11	9.2048562116e-03	3.6766456276e-01
1.2322846128e+00	2.5404510259e-01	3.2488771240e-01	2.1532680671e-11	9.1481247908e-03	3.5355819646e-01
1.2414327376e+00	2.6618847919e-01	3.1008209146e-01	2.0663295291e-11	9.0927973854e-03	3.3948000724e-01
1.2505255350e+00	2.7747163757e-01	2.9496953084e-01	1.9799718103e-11	9.0362004171e-03	3.2500359463e-01
1.2595617354e+00	2.8789767603e-01	2.7959837963e-01	1.8916814937e-11	8.9779897647e-03	3.1017138127e-01
1.2685397252e+00	2.9747187029e-01	2.6401633629e-01	1.8017071679e-11	8.9674365166e-03	3.0333161936e-01
1.2775071617e+00	3.0624807783e-01	2.4818209721e-01	1.7585898935e-11	9.0580755529e-03	3.1317722058e-01
1.2865652372e+00	3.1431047784e-01	2.3195167279e-01	1.8122057244e-11	9.1475934389e-03	3.2236622115e-01
1.2957128307e+00	3.2163142046e-01	2.1535913176e-01	1.8609490204e-11	9.2367187881e-03	3.3080819977e-01
1.3049495495e+00	3.2818559589e-01	1.9843926623e-01	1.9049141688e-11	9.3258923516e-03	3.3847472712e-01
1.3142754418e+00	3.3394968953e-01	1.8122798062e-01	1.9439191802e-11	9.4155669697e-03	3.4533933682e-01
1.3236910088e+00	3.3890233033e-01	1.6376217076e-01	1.9777915849e-11	9.5062168277e-03	3.5137768205e-01
1.3331972256e+00	3.4302403136e-01	1.4607960319e-01	2.0063658331e-11	9.5983492432e-03	3.5656748421e-01
1.3427955748e+00	3.4629712004e-01	1.2821879203e-01	2.0294818867e-11	9.6925181864e-03	3.6088847667e-01
1.3524880930e+00	3.4870565332e-01	1.1021887310e-01	2.0469826168e-11	9.7893411444e-03	3.6432233868e-01
1.3622774342e+00	3.5023531297e-01	9.2119473398e-02	2.0587112528e-11	9.8895199126e-03	3.6685261647e-01
1.3721669541e+00	3.5087327385e-01	7.3960575010e-02	2.0645071056e-11	9.9938678477e-03	3.6846462584e-01
1.3821608219e+00	3.5060803662e-01	5.5782370073e-02	2.0642007248e-11	1.0103345454e-02	3.6914533172e-01
1.3922641674e+00	3.4942921215e-01	3.7625103956e-02	2.0833441102e-11	1.0193733715e-02	3.6888319574e-01
1.4024579011e+00	3.4733357361e-01	1.9573464500e-02	2.2606175471e-11	1.0111389447e-02	3.6762269414e-01
1.4125692906e+00	3.4437911259e-01	1.9757306855e-03	2.2441256765e-11	1.0030539298e-02	3.6509161369e-01
1.4225998299e+00	3.4061143431e-01	-1.5138444225e-02	2.2185442725e-11	9.9544159427e-03	3.6167047135e-01
1.4325542458e+00	3.3607433906e-01	-3.1748026761e-02	2.1886830280e-11	9.8822526559e-03	3.5741367940e-01
1.4424364985e+00	3.3081073059e-01	-4.7833335525e-02	2.1547798437e-11	9.8133388044e-03	3.5236645468e-01
1.4522498373e+00	3.2486282570e-01	-6.3376051022e-02	2.1169934902e-11	9.7470764384e-03	3.4657311476e-01
1.4619969137e+00	3.1827227928e-01	-7.8359341001e-02	2.0754999562e-11	9.6829545222e-03	3.4007740845e-01
1.4716798682e+00	3.1108026420e-01	-9.2767952245e-02	2.0304894349e-11	9.6205281060e-03	3.3292260938e-01
1.4813003963e+00	3.0332751889e-01	-1.0658827486e-01	1.9821625378e-11	9.5594023311e-03	3.2515156964e-01
1.4908597987e+00	2.9505437147e-01	-1.1980838575e-01	1.9307273661e-11	9.4992199556e-03	3.1680674765e-01
1.5003590186e+00	2.8630074671e-01	-1.3241807624e-01	1.8763975449e-11	9.4396511265e-03	3.0793021713e-01
1.5097986697e+00	2.7710616087e-01	-1.4440886717e-01	1.8193903648e-11	9.3803850311e-03	2.9856366210e-01
1.5191790548e+00	2.6750970779e-01	-1.5577401443e-01	1.7599256706e-11	9.3211224917e-03	2.8874836251e-01
1.5285001773e+00	2.5755003956e-01	-1.6650850674e-01	1.6982246476e-11	9.2615694381e-03	2.7852517289e-01
1.5377617467e+00	2.4726534387e-01	-1.7660905762e-01	1.6345089448e-11	9.2014307735e-03	2.6793449734e-01
1.5469631775e+00	2.3669331995e-01	-1.8607409284e-01	1.5690000744e-11	9.1450196237e-03	2.5766581890e-01
1.5561081971e+00	2.2586561498e-01	-1.9490804758e-01	1.5057217008e-11	9.0896311469e-03	2.4736614116e-01
1.5651978282e+00	2.1481572947e-01	-2.0311378407e-01	1.4425627101e-11	9.0329515563e-03	2.3677686141e-01
1.5742307798e+00	2.0357895449e-01	-2.1069365297e-01	1.3780001878e-11	8.9746395213e-03	2.2592973441e-01
1.5832054193e+00	1.9219009992e-01	-2.1765159875e-01	1.3122191561e-11	8.9726171835e-03	2.2197519863e-01
1.5921780365e+00	1.8060765964e-01	-2.2403274582e-01	1.2867931861e-11	9.0631735319e-03	2.2914056932e-01
1.6012412100e+00	1.6873723997e-01	-2.2989133299e-01	1.3257512819e-11	9.1526574121e-03	2.3582186264e-01
1.6103938674e+00	1.5660374819e-01	-2.3520726900e-01	1.3611591386e-11	9.2417736215e-03	2.4195631020e-01
1.6196356411e+00	1.4423264498e-01	-2.3996215118e-01	1.3930692753e-11	9.3309633708e-03	2.4752322706e-01
1.6289666044e+00	1.3165019844e-01	-2.4413903211e-01	1.4213492635e-11	9.4206803541e-03	2.5250337092e-01
1.6383872848e+00	1.1888339590e-01	-2.4772238159e-01	1.4458733207e-11	9.5114004043e-03	2.5687904546e-01
1.6478986852e+00	1.0595985552e-01	-2.5069804301e-01	1.4665209141e-11	9.6036330338e-03	2.6063406297e-01
1.6575023182e+00	9.2907736385e-02	-2.5305318170e-01	1.4831752407e-11	9.6979353773e-03	2.6375370261e-01
1.6672002536e+00	7.9755646325e-02	-2.5477622239e-01	1.4957216888e-11	9.7949290359e-03	2.6622466194e-01
1.6769951826e+00	6.6532546498e-02	-2.5585677166e-01	1.5040455585e-11	9.8953214324e-03	2.6803499838e-01
1.6868905041e+00	5.3267651464e-02	-2.5628552052e-01	1.5080293499e-11	9.9999331549e-03	2.6917405757e-01
1.6968904372e+00	3.9990323069e-02	-2.5605412042e-01	1.5075486766e-11	1.0109734442e-02	2.6963238384e-01
1.7070001717e+00	2.6729955093e-02	-2.5515502351e-01	1.5298910944e-11	1.0188967821e-02	2.6940160777e-01
1.7171891395e+00	1.3563164827e-02	-2.5358813838e-01	1.6506072112e-11	1.0106689770e-02	2.6842620578e-01
1.7272958293e+00	7.2921363419e-04	-2.5139586125e-01	1.6381461087e-11	1.0026130746e-02	2.6653990030e-01
1.7373219600e+00	-1.1750657204e-02	-2.4861143059e-01	1.6192819918e-11	9.9502518504e-03	2.6400581131e-01
1.7472722119e+00	-2.3861138064e-02	-2.4526679681e-01	1.5973021495e-11	9.8782893792e-03	2.6086324033e-01
1.7571505012e+00	-3.5587906619e-02	-2.4139326553e-01	1.5723761775e-11	9.8095398906e-03	2.5714517155e-01
1.7669600411e+00	-4.6917641246e-02	-2.3702164684e-01	1.5446208159e-11	9.7434110178e-03	2.5288394888e-01
1.7767034521e+00	-5.7838111056e-02	-2.3218234443e-01	1.5141653161e-11	9.6793959300e-03	2.4811150560e-01
1.7863828481e+00	-6.8338241593e-02	-2.2690541247e-01	1.4811490715e-11	9.6170528921e-03	2.4285943065e-01
1.7959999010e+00	-7.8408160852e-02	-2.2122058919e-01	1.4457189708e-11	9.5559894722e-03	2.3715900675e-01
1.8055558904e+00	-8.8039230288e-02	-2.1515731373e-01	1.4080272780e-11	9.4958502210e-03	2.3104122973e-01
1.8150517407e+00	-9.7224064414e-02	-2.0874473060e-01	1.3682301957e-11	9.4363065826e-03	2.2453681451e-01
1.8244880472e+00	-1.0595654140e-01	-2.0201168551e-01	1.3264865903e-11	9.3770485590e-03	2.1767619090e-01
1.8338650958e+00	-1.1423180671e-01	-1.9498671495e-01	1.2829570912e-11	9.3177774310e-03	2.1048949280e-01
1.8431828732e+00	-1.2204627126e-01	-1.8769803187e-01	1.2378032485e-11	9.2581992923e-03	2.0300654246e-01
1.8524410725e+00	-1.2939760536e-01	-1.8017350896e-01	1.1911870626e-11	9.1980187136e-03	1.9525683210e-01
1.8616390912e+00	-1.3628472931e-01	-1.7244066129e-01	1.1432701937e-11	9.1419259959e-03	1.8778175625e-01
1.8707810172e+00	-1.4271119683e-01	-1.6452224484e-01	1.0972126713e-11	9.0864758466e-03	1.8024662561e-01
1.8798674931e+00	-1.4867887943e-01	-1.5644300635e-01	1.0510213039e-11	9.0297129770e-03	1.7250088146e-01
1.8888972061e+00	-1.5418955767e-01	-1.4822870564e-01	1.0038105436e-11	8.9712989852e-03	1.6456827982e-01
1.8978685050e+00	-1.5924617884e-01	-1.3990474660e-01	9.5571821809e-12	8.9777642847e-03	1.6243576482e-01
1.9068462693e+00	-1.6388586199e-01	-1.3143255976e-01	9.4155055858e-12	9.0682397378e-03	1.6765058396e-01
1.9159145091e+00	-1.6814300326e-01	-1.2275104784e-01	9.6985776123e-12	9.1576912211e-03	1.7250850539e-01
1.9250722003e+00	-1.7200300353e-01	-1.1387841979e-01	9.9557828441e-12	9.2467997381e-03	1.7696612798e-01
1.9343190000e+00	-1.7545248210e-01	-1.0483330717e-01	1.0187384514e-11	9.3360069899e-03	1.8100840112e-01
1.9436550070e+00	-1.7847911971e-01	-9.5634927600e-02	1.0392418331e-11	9.4257676678e-03	1.8462133459e-01
1.9530807747e+00	-1.8107163058e-01	-8.6303020399e-02	1.0569968547e-11	9.5165591032e-03	1.8779206590e-01
1.9625973338e+00	-1.8321973020e-01	-7.6857782029e-02	1.0719155852e-11	9.6088931641e-03	1.9050883275e-01
1.9722062270e+00	-1.8491409732e-01	-6.7319800258e-02	1.0839128885e-11	9.7033301067e-03	1.9276094248e-01
1.9819095571e+00	-1.8614632765e-01	-5.7709986763e-02	1.0929050576e-11	9.8004957943e-03	1.9453873620e-01
1.9917100529e+00	-1.8690887655e-01	-4.8049507253e-02	1.0988082979e-11	9.9011032042e-03	1.9583354564e-01
2.0016111561e+00	-1.8719498692e-01	-3.8359708315e-02	1.1015365789e-11	1.0005980285e-02	1.9663764007e-01
2.0116171363e+00	-1.8699859733e-01	-2.8662039572e-02	1.1009986537e-11	1.0116107044e-02	1.9694416015e-01
2.0217332434e+00	-1.8631422367e-01	-1.8977968963e-02	1.1234245666e-11	1.0184243662e-02	1.9674703473e-01
2.0319174870e+00	-1.8514350526e-01	-9.3741653247e-03	1.2051965401e-11	1.0102029825e-02	1.9599484719e-01
2.0420195169e+00	-1.8351737496e-01	-1.4413348375e-05	1.1957943521e-11	1.0021757360e-02	1.9458982942e-01
2.0520412742e+00	-1.8146005737e-01	9.0860737175e-03	1.1818857235e-11	9.9461191389e-03	1.9271335242e-01
2.0619873934e+00	-1.7899485945e-01	1.7916152756e-02	1.1657088710e-11	9.8743543445e-03	1.9039380295e-01
2.0718617477e+00	-1.7614462438e-01	2.6465401522e-02	1.1473846253e-11	9.8057666144e-03	1.8765524235e-01
2.0816675143e+00	-1.7293183782e-01	3.4724132975e-02	1.1269988411e-11	9.7397690266e-03	1.8452127621e-01
2.0914072834e+00	-1.6937869149e-01	4.2683459899e-02	1.1046464047e-11	9.6758588901e-03	1.8101521358e-01
2.1010831422e+00	-1.6550712356e-01	5.0335341966e-02	1.0804294858e-11	9.6135976090e-03	1.7716011394e-01
2.1106967399e+00	-1.6133884244e-01	5.7672618650e-02	1.0544556182e-11	9.5525951388e-03	1.7297881427e-01
2.1202493350e+00	-1.5689533846e-01	6.4689031362e-02	1.0268362097e-11	9.4924977879e-03	1.6849394247e-01
2.1297418328e+00	-1.5219788676e-01	7.1379237340e-02	9.9768549136e-12	9.4329782332e-03	1.6372792124e-01
2.1391748110e+00	-1.4726754387e-01	7.7738817064e-02	9.6711957416e-12	9.3737273032e-03	1.5870296473e-01
2.1485485383e+00	-1.4212513997e-01	8.3764276680e-02	9.3525583293e-12	9.3144467297e-03	1.5344107038e-01
2.1578629851e+00	-1.3679126826e-01	8.9453046452e-02	9.0221232001e-12	9.2548426437e-03	1.4796400730e-01
